2000	16	10	0	0.700512	0.695648	0.695968	0.695616	0.694912	0.6965312
20000	16	10	0	1.345664	1.291392	1.290368	1.28944	1.294976	1.302368
200000	16	10	0	7.248544	7.161312	7.161952	7.161408	7.161664	7.178976
2000000	16	10	0	68.964798	68.967392	68.96582	68.965439	68.968414	68.9663726
2000	2	100	0	0.64768	0.64832	0.648832	0.644608	0.64768	0.647424
20000	2	100	0	1.777856	1.776928	1.776832	1.777312	1.776288	1.7770432
200000	2	100	0	14.372544	14.372128	14.37312	14.370176	14.373568	14.3723072
2000000	2	100	0	144.197952	144.19696	144.199265	144.191589	144.189407	144.1950346
2000	4	100	0	0.677728	0.678592	0.6744	0.677984	0.677248	0.6771904
20000	4	100	0	1.264	1.263392	1.264224	1.263392	1.262464	1.2634944
200000	4	100	0	7.762528	7.792224	7.775776	7.77728	7.759872	7.773536
2000000	4	100	0	77.959969	78.973763	78.970207	79.029732	78.965279	78.77979
2000	8	100	0	0.708736	0.708	0.70736	0.708896	0.708544	0.7083072
20000	8	100	0	0.76848	0.768896	0.769024	0.769408	0.768512	0.768864
200000	8	100	0	5.827072	5.827808	5.828832	5.828608	5.827776	5.8280192
2000000	8	100	0	55.948032	55.839935	55.841377	55.840862	55.840191	55.8620794
2000	16	100	0	0.761408	0.761984	0.761504	0.76144	0.76112	0.7614912
20000	16	100	0	0.986944	0.987808	0.987072	0.987744	0.987712	0.987456
200000	16	100	0	6.040512	6.0408	6.040704	6.041344	6.041856	6.0410432
2000000	16	100	0	53.891968	53.948734	53.890656	53.892097	53.950272	53.9147454
2000	2	300	0	0.690624	0.690368	0.690816	0.690272	0.692064	0.6908288
20000	2	300	0	1.819552	1.819584	1.820064	1.821024	1.822464	1.8205376
200000	2	300	0	12.48704	12.409408	12.408896	12.461408	12.407968	12.434944
2000000	2	300	0	114.896416	115.378403	115.340927	115.430397	115.348129	115.2788544
2000	4	300	0	0.720192	0.721376	0.719328	0.720224	0.720384	0.7203008
20000	4	300	0	1.32448	1.32432	1.323872	1.324896	1.325792	1.324672
200000	4	300	0	6.88864	6.66864	6.677888	6.69936	6.668256	6.7205568
2000000	4	300	0	60.828415	60.751457	60.473698	60.21072	60.121857	60.4772294
2000	8	300	0	0.704704	0.703872	0.703776	0.703872	0.704608	0.7041664
20000	8	300	0	1.161632	1.16416	1.165792	1.164736	1.16448	1.16416
200000	8	300	0	5.14832	5.14896	5.14976	5.14992	5.149504	5.1492928
2000000	8	300	0	43.355553	39.195679	38.734913	38.715073	38.719296	39.7441028
2000	16	300	0	1.31776	1.309056	1.308672	1.30768	1.310112	1.310656
20000	16	300	0	1.6608	1.662048	1.661984	1.661824	1.661728	1.6616768
200000	16	300	0	5.396608	5.395712	5.395904	5.396128	5.396608	5.396192
2000000	16	300	0	42.750015	42.621185	42.674561	42.862846	42.863552	42.7544318
2000	2	400	0	0.744576	0.745696	0.744928	0.753376	0.745184	0.746752
20000	2	400	0	1.711392	1.712704	1.71152	1.710912	1.710944	1.7114944
200000	2	400	0	11.327552	11.314432	11.322016	11.32336	11.325472	11.3225664
2000000	2	400	0	104.892128	104.919487	104.904449	104.913277	104.802528	104.8863738
2000	4	400	0	0.705984	0.704288	0.709248	0.705984	0.709216	0.706944
20000	4	400	0	1.224448	1.233056	1.231488	1.2304	1.230272	1.2299328
200000	4	400	0	6.77856	6.677696	6.669856	6.660352	6.634528	6.6841984
2000000	4	400	0	56.795967	55.675808	55.750656	55.816673	55.669151	55.941651
2000	8	400	0	0.9376	0.939904	0.94	0.938752	0.937344	0.93872
20000	8	400	0	1.350048	1.365696	1.364544	1.363168	1.363296	1.3613504
200000	8	400	0	5.14192	5.141696	5.14176	5.139328	5.139968	5.1409344
2000000	8	400	0	42.218369	40.585026	40.636894	40.60701	40.624802	40.9344202
2000	16	400	0	1.662624	1.6616	1.661888	1.662624	1.662112	1.6621696
20000	16	400	0	2.027424	2.026592	2.025568	2.026752	2.027008	2.0266688
200000	16	400	0	5.804	5.796352	5.797632	5.796736	5.796704	5.7982848
2000000	16	400	0	42.357697	42.358273	42.360161	42.360703	42.442818	42.3759304
2000	2	1	1	4.354784	4.35584	4.354592	4.356064	4.354944	4.3552448
20000	2	1	1	39.698303	39.698654	39.697983	39.698719	39.698975	39.6985268
200000	2	1	1	394.574005	394.57254	394.572937	394.571106	394.576141	394.5733458
2000000	2	1	1	3944.905762	3944.914062	3944.915039	3944.909424	3944.944336	3944.9177246
2000	4	1	1	2.234048	2.232704	2.23312	2.233024	2.232832	2.2331456
20000	4	1	1	20.173887	20.172289	20.171904	20.173183	20.172129	20.1726784
200000	4	1	1	198.021149	198.020828	198.018494	198.017242	198.018631	198.0192688
2000000	4	1	1	1977.739502	1977.741211	1977.743896	1977.748901	1977.742554	1977.7432128
2000	8	1	1	1.392704	1.393728	1.392832	1.394016	1.392576	1.3931712
20000	8	1	1	10.437504	10.438976	10.438592	10.436832	10.43776	10.4379328
200000	8	1	1	100.201187	100.199005	100.197601	100.197182	100.197372	100.1984694
2000000	8	1	1	999.717285	999.718506	999.714844	999.719666	999.720276	999.7181154
2000	16	1	1	1.011328	1.011168	1.011808	1.01152	1.011168	1.0113984
20000	16	1	1	5.513024	5.512704	5.514048	5.512928	5.512768	5.5130944
200000	16	1	1	52.489506	52.488831	52.487934	52.487232	52.488159	52.4883324
2000000	16	1	1	523.737183	523.739319	523.729492	523.736389	523.736328	523.7357422
2000	2	10	1	0.54032	0.539584	0.539744	0.538656	0.53968	0.5395968
20000	2	10	1	4.459552	4.457632	4.459968	4.460832	4.460448	4.4596864
200000	2	10	1	41.065186	41.066879	41.066238	41.06736	41.068481	41.0668288
2000000	2	10	1	412.008362	412.006287	412.008575	412.017303	412.005768	412.009259
2000	4	10	1	0.563968	0.563712	0.568768	0.563904	0.563968	0.564864
20000	4	10	1	2.370528	2.369504	2.368992	2.370048	2.369376	2.3696896
200000	4	10	1	21.490976	21.493696	21.503073	21.497696	21.501535	21.4973952
2000000	4	10	1	211.502243	211.513306	211.477859	211.504807	211.471298	211.4939026
2000	8	10	1	0.540672	0.541152	0.541376	0.542016	0.540704	0.541184
20000	8	10	1	1.947136	1.947136	1.947616	1.947104	1.946656	1.9471296
200000	8	10	1	20.093792	20.09408	20.093985	20.095039	20.095936	20.0945664
2000000	8	10	1	199.859421	199.852768	199.862686	199.856293	199.858276	199.8578888
2000	16	10	1	0.586656	0.586656	0.5872	0.58752	0.587392	0.5870848
20000	16	10	1	1.755744	1.756032	1.755936	1.755872	1.756	1.7559168
200000	16	10	1	16.984896	16.984159	16.985409	16.985537	16.98576	16.9851522
2000000	16	10	1	164.856003	164.85437	164.857819	164.853821	164.857315	164.8558656
2000	2	100	1	0.881856	0.882016	0.881184	0.880736	0.881504	0.8814592
20000	2	100	1	4.0528	4.053632	4.05552	4.057632	4.056032	4.0551232
200000	2	100	1	38.045727	38.622433	38.524704	38.513248	38.708801	38.4829826
2000000	2	100	1	380.945831	381.395294	382.064545	382.043762	381.814941	381.6528746
2000	4	100	1	0.734432	0.732608	0.735296	0.7336	0.735744	0.734336
20000	4	100	1	2.416832	2.450752	2.452288	2.451712	2.452928	2.4449024
200000	4	100	1	21.13168	21.811457	22.04384	22.03056	22.005793	21.804666
2000000	4	100	1	215.691391	215.227814	215.249954	215.529602	216.224762	215.5847046
2000	8	100	1	0.914944	0.917312	0.918912	0.917504	0.91824	0.9173824
20000	8	100	1	2.36352	2.363584	2.363424	2.363008	2.36384	2.3634752
200000	8	100	1	16.571392	15.5736	15.606336	15.618144	15.631456	15.8001856
2000000	8	100	1	145.875168	146.386017	146.716156	146.712708	146.606079	146.4592256
2000	16	100	1	1.559264	1.56368	1.559936	1.560448	1.559232	1.560512
20000	16	100	1	2.86064	2.859456	2.860064	2.86064	2.861952	2.8605504
200000	16	100	1	17.181055	17.180576	17.180609	17.182528	17.180767	17.181107
2000000	16	100	1	148.248352	148.253632	148.249023	148.249146	148.249695	148.2499696
2000	2	300	1	1.843904	1.837888	1.84352	1.840032	1.84272	1.8416128
20000	2	300	1	5.101536	5.103936	5.100608	5.100512	5.102784	5.1018752
200000	2	300	1	39.917824	40.076927	40.10416	40.051998	40.0504	40.0402618
2000000	2	300	1	378.3685	377.590118	378.203491	378.238342	377.556641	377.9914184
2000	4	300	1	1.660544	1.66832	1.669408	1.668416	1.668736	1.6670848
20000	4	300	1	3.516416	3.55728	3.557504	3.557312	3.557888	3.54928
200000	4	300	1	22.219839	21.408575	21.221792	21.186049	21.155584	21.4383678
2000000	4	300	1	195.28038	195.955002	195.917786	195.950439	195.803162	195.7813538
2000	8	300	1	2.211328	2.213664	2.216992	2.211296	2.212288	2.2131136
20000	8	300	1	3.615808	3.613632	3.612576	3.614496	3.614528	3.614208
200000	8	300	1	16.452703	16.378592	16.38096	16.376928	16.378847	16.393606
2000000	8	300	1	144.160736	142.966873	142.95488	142.915482	142.911804	143.181955
2000	16	300	1	4.06272	4.065216	4.06304	4.068064	4.068192	4.0654464
20000	16	300	1	5.447648	5.44544	5.44608	5.448576	5.447072	5.4469632
200000	16	300	1	19.876831	19.878304	19.87808	19.877567	19.879648	19.878086
2000000	16	300	1	159.413376	159.401031	159.40361	159.403259	159.402847	159.4048246
2000	2	400	1	2.297344	2.292448	2.295904	2.297504	2.293088	2.2952576
20000	2	400	1	5.570336	5.562656	5.556736	5.565152	5.566048	5.5641856
200000	2	400	1	40.656193	40.773026	40.727905	40.74752	40.757118	40.7323524
2000000	2	400	1	382.474792	382.69165	382.22702	382.702179	382.334778	382.4860838
2000	4	400	1	2.108256	2.138144	2.138048	2.142464	2.14	2.1333824
20000	4	400	1	4.034912	4.045632	4.042176	4.041888	4.045696	4.0420608
200000	4	400	1	23.701311	22.016319	21.704	21.699808	21.6432	22.1529276
2000000	4	400	1	194.612701	195.379623	195.225311	195.191101	195.235779	195.128903
2000	8	400	1	2.843936	2.862496	2.86	2.856832	2.862656	2.857184
20000	8	400	1	4.230272	4.227328	4.22816	4.227904	4.228064	4.2283456
200000	8	400	1	17.071009	17.021088	17.028255	17.024736	17.022305	17.0334786
2000000	8	400	1	143.052475	141.64032	141.682846	141.726395	141.824677	141.9853426
2000	16	400	1	5.301664	5.300288	5.302656	5.299136	5.299072	5.3005632
20000	16	400	1	6.630112	6.618432	6.62352	6.627424	6.629664	6.6258304
200000	16	400	1	20.455423	20.456512	20.455711	20.459423	20.462591	20.457932
2000000	16	400	1	156.407043	156.406754	156.409088	156.405762	156.407806	156.4072906
