2000	2	1	0	4.979904	4.97376	4.971936	4.970912	4.97088	4.9734784
20000	2	1	0	45.405247	45.406689	45.406178	45.407551	45.406815	45.406496
200000	2	1	0	451.249634	451.249451	451.249664	451.251465	451.246887	451.2494202
2000000	2	1	0	4511.28418	4511.231934	4511.275879	4511.289062	4511.239258	4511.2640626
2000	4	1	0	2.536032	2.535616	2.536608	2.535296	2.536192	2.5359488
20000	4	1	0	22.992479	22.991968	22.992449	23.04912	22.993792	23.0039616
200000	4	1	0	225.64537	225.641785	225.697052	225.696411	225.640762	225.664276
2000000	4	1	0	2255.658203	2255.657715	2255.687256	2255.650146	2255.6521	2255.661084
2000	8	1	0	1.562304	1.564064	1.563456	1.564608	1.571552	1.5651968
20000	8	1	0	11.798496	11.79904	11.798464	11.798304	11.79792	11.7984448
200000	8	1	0	113.169731	113.170143	113.226433	113.170685	113.171646	113.1817276
2000000	8	1	0	1128.5271	1128.516602	1128.520142	1128.517212	1128.522217	1128.5206546
2000	16	1	0	1.108608	1.112832	1.115168	1.114304	1.115328	1.113248
20000	16	1	0	6.13328	6.132832	6.132576	6.13296	6.132512	6.132832
200000	16	1	0	58.401695	58.400383	58.344833	58.401825	58.344833	58.3787138
2000000	16	1	0	581.618713	581.63324	581.632141	581.628052	581.638123	581.6300538
2000	2	10	0	0.586656	0.588032	0.587776	0.588416	0.588512	0.5878784
20000	2	10	0	4.969408	4.969056	4.977664	4.968448	4.969856	4.9708864
200000	2	10	0	45.423874	45.423904	45.423679	45.42416	45.423393	45.423802
2000000	2	10	0	451.48822	451.543488	451.574585	451.543518	451.542419	451.538446
2000	4	10	0	0.588224	0.601568	0.594048	0.588416	0.58736	0.5919232
20000	4	10	0	2.5376	2.53728	2.537568	2.53744	2.537888	2.5375552
200000	4	10	0	22.982304	23.037855	22.983488	22.983456	22.984064	22.9942334
2000000	4	10	0	225.899872	225.867355	225.814499	225.815582	225.869125	225.8532866
2000	8	10	0	0.589664	0.590304	0.590368	0.59088	0.590688	0.5903808
20000	8	10	0	1.564512	1.565504	1.56512	1.56624	1.563872	1.5650496
200000	8	10	0	11.788416	11.788064	11.786752	11.788	11.787104	11.7876672
2000000	8	10	0	113.236931	113.319649	113.290909	113.294273	113.237953	113.275943
2000	16	10	0	0.61024	0.61152	0.614336	0.619264	0.614432	0.6139584
20000	16	10	0	1.111904	1.111488	1.112416	1.112224	1.112224	1.1120512
200000	16	10	0	6.12736	6.126784	6.12704	6.128288	6.127808	6.127456
2000000	16	10	0	58.442558	58.387585	58.385151	58.442142	58.385311	58.4085494
2000	2	100	0	0.608448	0.607744	0.6096	0.607648	0.613024	0.6092928
20000	2	100	0	1.725664	1.72528	1.815264	1.723808	1.724416	1.7428864
200000	2	100	0	13.848704	13.849056	13.838016	13.849504	13.847008	13.8464576
2000000	2	100	0	137.854752	137.794403	137.860001	137.801346	137.860321	137.8341646
2000	4	100	0	0.616096	0.610592	0.609728	0.609696	0.608832	0.6109888
20000	4	100	0	1.16736	1.168256	1.168096	1.168512	1.172032	1.1688512
200000	4	100	0	6.776512	6.776224	6.772544	6.756608	6.774336	6.7712448
